"Datetime";"Open";"High";"Low";"Close";"Adj_Close";"Volume"
"2023-11-09 09:30:00";4391.410156;4393.399902;4390.490234;4390.640137;4390.640137;0.0
"2023-11-09 09:31:00";4390.649902;4391.299805;4390.02002;4390.450195;4390.450195;4555514.0
"2023-11-09 09:33:00";4388.189941;4388.709961;4387.439941;4387.850098;4387.850098;20291320.0
"2023-11-09 09:34:00";4388.22998;4388.52002;4386.97998;4386.97998;4386.97998;6219151.0
"2023-11-09 09:35:00";4386.950195;4387.109863;4384.629883;4385.27002;4385.27002;7299670.0
"2023-11-09 09:36:00";4385.370117;4385.509766;4384.259766;4384.439941;4384.439941;6121833.0
"2023-11-09 09:37:00";4384.379883;4384.740234;4382.490234;4382.720215;4382.720215;6825059.0
"2023-11-09 09:38:00";4382.649902;4383.220215;4381.799805;4383.140137;4383.140137;6054094.0
"2023-11-09 09:39:00";4383.240234;4384.27002;4382.310059;4382.450195;4382.450195;6621242.0
"2023-11-09 09:40:00";4382.490234;4383.330078;4381.990234;4383.049805;4383.049805;6532601.0
"2023-11-09 09:41:00";4383.089844;4383.850098;4383.029785;4383.529785;4383.529785;6360562.0
"2023-11-09 09:42:00";4383.470215;4385.339844;4383.470215;4384.740234;4384.740234;5984757.0
"2023-11-09 09:43:00";4384.839844;4385.759766;4384.589844;4384.589844;4384.589844;6379489.0
"2023-11-09 09:44:00";4384.720215;4384.720215;4383.629883;4383.899902;4383.899902;6130230.0
"2023-11-09 09:45:00";4383.819824;4383.819824;4382.72998;4382.879883;4382.879883;6707501.0
"2023-11-09 09:46:00";4382.830078;4383.390137;4382.490234;4382.490234;4382.490234;5686836.0
"2023-11-09 09:47:00";4382.560059;4382.919922;4380.220215;4380.330078;4380.330078;7071225.0
"2023-11-09 09:48:00";4380.189941;4381.72998;4380.189941;4380.470215;4380.470215;6339435.0
"2023-11-09 09:49:00";4380.589844;4382.049805;4380.589844;4381.870117;4381.870117;6510587.0
"2023-11-09 09:50:00";4381.939941;4382.370117;4380.169922;4381.52002;4381.52002;6637941.0
"2023-11-09 09:51:00";4381.569824;4383.660156;4381.569824;4383.359863;4383.359863;5320266.0
"2023-11-09 09:52:00";4383.410156;4385.169922;4383.410156;4385.169922;4385.169922;5474762.0
"2023-11-09 09:53:00";4385.180176;4386.529785;4385.180176;4386.069824;4386.069824;5657640.0
"2023-11-09 09:54:00";4386.060059;4386.060059;4384.819824;4384.910156;4384.910156;6147801.0
"2023-11-09 09:55:00";4384.930176;4385.299805;4384.310059;4385.299805;4385.299805;5790748.0
"2023-11-09 09:56:00";4385.319824;4385.890137;4384.759766;4385.779785;4385.779785;6112158.0
"2023-11-09 09:57:00";4385.899902;4386.870117;4385.669922;4386.850098;4386.850098;5698199.0
"2023-11-09 09:58:00";4386.759766;4387.509766;4386.319824;4387.220215;4387.220215;5932416.0
"2023-11-09 09:59:00";4387.240234;4388.189941;4386.720215;4388.169922;4388.169922;4624743.0
"2023-11-09 10:00:00";4388.319824;4391.080078;4386.200195;4386.200195;4386.200195;9958127.0
"2023-11-09 10:01:00";4385.879883;4386.180176;4384.009766;4384.540039;4384.540039;5944089.0
"2023-11-09 10:02:00";4384.580078;4385.259766;4384.290039;4384.72998;4384.72998;5233347.0
"2023-11-09 10:03:00";4384.790039;4384.939941;4384.299805;4384.669922;4384.669922;4687208.0
"2023-11-09 10:04:00";4384.720215;4384.779785;4383.370117;4383.370117;4383.370117;5044124.0
"2023-11-09 10:05:00";4383.330078;4383.419922;4381.879883;4382.379883;4382.379883;6394698.0
"2023-11-09 10:06:00";4382.169922;4382.259766;4379.0;4379.089844;4379.089844;6353429.0
"2023-11-09 10:07:00";4379.120117;4379.120117;4375.02002;4375.02002;4375.02002;8094464.0
"2023-11-09 10:08:00";4375.029785;4375.580078;4374.540039;4375.140137;4375.140137;5953632.0
"2023-11-09 10:09:00";4375.330078;4378.189941;4375.330078;4377.799805;4377.799805;6459861.0
"2023-11-09 10:10:00";4377.660156;4377.799805;4375.790039;4375.859863;4375.859863;4983880.0
"2023-11-09 10:11:00";4375.939941;4376.779785;4374.939941;4374.950195;4374.950195;4489097.0
"2023-11-09 10:12:00";4374.970215;4376.549805;4374.47998;4376.209961;4376.209961;4642671.0
"2023-11-09 10:13:00";4376.140137;4377.370117;4375.970215;4377.370117;4377.370117;4434573.0
"2023-11-09 10:14:00";4377.200195;4378.52002;4377.200195;4378.359863;4378.359863;5238744.0
"2023-11-09 10:15:00";4378.379883;4378.680176;4378.160156;4378.339844;4378.339844;5035946.0
"2023-11-09 10:16:00";4378.580078;4379.290039;4377.779785;4378.0;4378.0;5444237.0
"2023-11-09 10:17:00";4378.029785;4379.22998;4377.669922;4379.069824;4379.069824;4458060.0
"2023-11-09 10:18:00";4378.970215;4379.120117;4378.209961;4378.209961;4378.209961;4401834.0
"2023-11-09 10:19:00";4378.200195;4378.25;4375.319824;4375.580078;4375.580078;4662415.0
"2023-11-09 10:20:00";4375.540039;4375.540039;4374.290039;4375.0;4375.0;4856836.0
"2023-11-09 10:21:00";4374.930176;4376.419922;4374.930176;4375.72998;4375.72998;4810675.0
"2023-11-09 10:22:00";4375.75;4376.700195;4375.689941;4375.759766;4375.759766;4101442.0
"2023-11-09 10:23:00";4375.689941;4375.810059;4375.080078;4375.580078;4375.580078;5078482.0
"2023-11-09 10:24:00";4375.609863;4377.359863;4375.609863;4377.089844;4377.089844;5086712.0
"2023-11-09 10:25:00";4377.029785;4377.029785;4375.209961;4375.209961;4375.209961;3869389.0
"2023-11-09 10:26:00";4375.040039;4375.200195;4373.620117;4373.669922;4373.669922;4784929.0
"2023-11-09 10:27:00";4373.75;4376.069824;4373.470215;4375.430176;4375.430176;6470234.0
"2023-11-09 10:28:00";4375.459961;4375.569824;4374.080078;4374.330078;4374.330078;4202870.0
"2023-11-09 10:29:00";4374.319824;4374.609863;4373.870117;4374.209961;4374.209961;3829249.0
"2023-11-09 10:30:00";4374.330078;4374.490234;4372.77002;4373.640137;4373.640137;5321731.0
"2023-11-09 10:31:00";4373.669922;4374.040039;4371.649902;4372.330078;4372.330078;5589687.0
"2023-11-09 10:32:00";4372.27002;4374.490234;4372.140137;4374.040039;4374.040039;5148541.0
"2023-11-09 10:33:00";4374.080078;4374.080078;4371.890137;4371.890137;4371.890137;5113290.0
"2023-11-09 10:34:00";4371.859863;4372.649902;4371.740234;4371.759766;4371.759766;4507139.0
"2023-11-09 10:35:00";4371.709961;4372.009766;4371.160156;4371.580078;4371.580078;5485283.0
"2023-11-09 10:36:00";4371.490234;4372.359863;4370.560059;4371.009766;4371.009766;4639922.0
"2023-11-09 10:37:00";4371.049805;4372.720215;4371.029785;4372.609863;4372.609863;4764214.0
"2023-11-09 10:38:00";4372.700195;4375.430176;4372.5;4375.370117;4375.370117;4754409.0
"2023-11-09 10:39:00";4375.330078;4376.279785;4373.709961;4373.830078;4373.830078;5302147.0
"2023-11-09 10:40:00";4373.759766;4373.890137;4372.97998;4373.649902;4373.649902;4039647.0
"2023-11-09 10:41:00";4373.560059;4373.560059;4370.839844;4372.100098;4372.100098;5090274.0
"2023-11-09 10:42:00";4372.140137;4373.959961;4371.899902;4373.859863;4373.859863;3820890.0
"2023-11-09 10:43:00";4374.040039;4374.040039;4373.279785;4373.640137;4373.640137;3760739.0
"2023-11-09 10:44:00";4373.740234;4375.959961;4373.740234;4375.959961;4375.959961;4541554.0
"2023-11-09 10:45:00";4375.950195;4375.950195;4375.310059;4375.450195;4375.450195;4495685.0
"2023-11-09 10:46:00";4375.47998;4375.47998;4373.299805;4373.299805;4373.299805;4413157.0
"2023-11-09 10:47:00";4373.279785;4374.759766;4373.279785;4373.709961;4373.709961;4419476.0
"2023-11-09 10:48:00";4373.689941;4375.439941;4373.339844;4375.439941;4375.439941;4313731.0
"2023-11-09 10:49:00";4375.430176;4375.470215;4374.100098;4374.100098;4374.100098;3953126.0
"2023-11-09 10:50:00";4374.069824;4376.209961;4374.069824;4376.209961;4376.209961;4615925.0
"2023-11-09 10:51:00";4376.220215;4376.27002;4376.160156;4376.22998;4376.22998;0.0
"2023-11-09 10:52:00";4377.0;4377.0;4376.709961;4376.959961;4376.959961;504797418.0
"2023-11-09 10:53:00";4377.080078;4377.549805;4376.939941;4376.959961;4376.959961;4274032.0
"2023-11-09 10:54:00";4377.029785;4377.740234;4377.029785;4377.27002;4377.27002;3963506.0
"2023-11-09 10:55:00";4377.240234;4377.689941;4376.459961;4377.629883;4377.629883;4570711.0
"2023-11-09 10:56:00";4377.649902;4379.129883;4377.279785;4379.089844;4379.089844;4510427.0
"2023-11-09 10:57:00";4378.970215;4379.120117;4377.799805;4377.850098;4377.850098;7122491.0
"2023-11-09 10:58:00";4377.810059;4377.899902;4377.310059;4377.77002;4377.77002;4139151.0
"2023-11-09 10:59:00";4377.790039;4379.569824;4377.740234;4379.569824;4379.569824;4085342.0
"2023-11-09 11:00:00";4379.370117;4380.669922;4379.330078;4379.740234;4379.740234;4537343.0
"2023-11-09 11:01:00";4379.689941;4380.859863;4379.629883;4380.740234;4380.740234;3495121.0
"2023-11-09 11:02:00";4380.72998;4381.339844;4380.410156;4380.549805;4380.549805;3984166.0
